Fund Name,AMC,ISIN,Instrument Name,Market Value (Lacs),% to NAV,Yield,Rating,Quantity,Maturity Date,Standardized Rating,Market_Value_Crores,Issuer_Clean,Instrument_Type,Yield_Bucket,Rating_Quality_Score,Maturity_Years,Fund_Clean
KOTAK Corporate Bond Fund,KOTAK,INE556F08KL3,SMALL INDUSTRIES DEVELOPMENT BANK OF INDIA**,17047.64,0.96,6.66,CRISIL AAA,16500.0,,AAA,170.47639999999998,SIDBI,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE040A08AF2,HDFC BANK LTD.**,16537.06,0.93,7.17,CRISIL AAA,16000.0,,AAA,165.37060000000002,HDFC BANK LTD.**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE556F08KR0,SMALL INDUSTRIES DEVELOPMENT BANK OF INDIA**,15370.4,0.86,6.75,CRISIL AAA,15000.0,,AAA,153.704,SIDBI,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE556F08KY6,SMALL INDUSTRIES DEVELOPMENT BANK OF INDIA,15339.57,0.86,6.79,CRISIL AAA,15000.0,,AAA,153.3957,SIDBI,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE860H07IO5,ADITYA BIRLA CAPITAL LTD**,15260.06,0.86,7.29,CRISIL AAA,15000.0,,AAA,152.6006,ADITYA BIRLA CAPITAL LTD**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE860H07JC8,ADITYA BIRLA CAPITAL LTD**,15256.41,0.86,7.29,CRISIL AAA,15000.0,,AAA,152.5641,ADITYA BIRLA CAPITAL LTD**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE756I07EJ2,HDB FINANCIAL SERVICES LTD.**,15149.82,0.8500000000000001,7.11,CRISIL AAA,1500.0,,AAA,151.4982,HDB FINANCIAL SERVICES LTD.**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE020B08EA5,REC LTD**,14816.65,0.83,6.61,CRISIL AAA,1450.0,,AAA,148.16649999999998,REC LTD**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE020B08DI0,REC LTD**,13302.18,0.7500000000000001,6.89,CRISIL AAA,1350.0,,AAA,133.0218,REC LTD**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE128M08094,L&T METRO RAIL (HYDERABAD) LTD ( Axis Trusteeship services Ltd . Guaranteed by Larsen & Toubro Limited.) ,13016.45,0.73,7.53,CRISIL AAA(CE),13000.0,,AAA,130.1645,L&T METRO RAIL (HYDERABAD),Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE861G08027,Food Corporation of India**,13000.51,0.73,6.6,CRISIL AAA(CE),1237.0,,AAA,130.0051,Food Corporation of India**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE115A07QU9,LIC HOUSING FINANCE LTD.**,12830.76,0.7200000000000001,6.98,CRISIL AAA,12500.0,,AAA,128.3076,LIC Housing Finance,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE020B08FF1,REC LTD**,12734.75,0.7200000000000001,6.56,ICRA AAA,12500.0,,AAA,127.3475,REC LTD**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE071G07660,ICICI HOME FINANCE COMPANY LIMITED**,12711.95,0.7100000000000001,6.9,CRISIL AAA,12500.0,,AAA,127.1195,ICICI HOME FINANCE COMPANY,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE296A07TL0,BAJAJ FINANCE LTD.**,12563.08,0.7100000000000001,7.23,CRISIL AAA,12500.0,,AAA,125.6308,Bajaj Finance,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE242A08551,INDIAN OIL CORPORATION LTD.**,11306.59,0.63,6.54,CRISIL AAA,11000.0,,AAA,113.0659,INDIAN OIL CORPORATION LTD.**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE033L07IH5,TATA CAPITAL HOUSING FINANCE LTD.**,10329.93,0.5800000000000001,7.04,CRISIL AAA,10000.0,,AAA,103.2993,TATA CAPITAL HOUSING FINANCE,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE040A08AI6,HDFC BANK LTD.**,10288.8,0.5800000000000001,7.17,CRISIL AAA,10000.0,,AAA,102.88799999999999,HDFC BANK LTD.**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE033L07IJ1,TATA CAPITAL HOUSING FINANCE LTD.**,10273.78,0.5800000000000001,7.07,CRISIL AAA,10000.0,,AAA,102.73780000000001,TATA CAPITAL HOUSING FINANCE,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE556F08KX8,SMALL INDUSTRIES DEVELOPMENT BANK OF INDIA**,10241.84,0.5800000000000001,6.75,CRISIL AAA,10000.0,,AAA,102.4184,SIDBI,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE306N07NP4,TATA CAPITAL LTD.**,10229.82,0.5700000000000001,7.08,CRISIL AAA,1000.0,,AAA,102.2982,TATA CAPITAL LTD.**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE537P07844,INDIA INFRADEBT LTD**,10205.6,0.5700000000000001,7.45,CRISIL AAA,10000.0,,AAA,102.056,INDIA INFRADEBT LTD**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE134E08LX5,Power Finance Corporation Ltd.**,10201.31,0.5700000000000001,6.66,CRISIL AAA,1000.0,,AAA,102.0131,PFC,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE556F08KP4,SMALL INDUSTRIES DEVELOPMENT BANK OF INDIA**,10199.5,0.5700000000000001,6.59,CRISIL AAA,10000.0,,AAA,101.995,SIDBI,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE535H07CJ6,SMFG INDIA CREDIT CO. LTD.**,10192.15,0.5700000000000001,7.2,ICRA AAA,10000.0,,AAA,101.9215,SMFG INDIA CREDIT CO.,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE756I07FB6,HDB FINANCIAL SERVICES LTD.**,10169.62,0.5700000000000001,7.15,CRISIL AAA,10000.0,,AAA,101.6962,HDB FINANCIAL SERVICES LTD.**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE477A07381,CAN FIN HOMES LTD.**,10166.04,0.5700000000000001,7.21,ICRA AAA,10000.0,,AAA,101.66040000000001,CAN FIN HOMES LTD.**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE033L07IN3,TATA CAPITAL HOUSING FINANCE LTD.**,10070.01,0.5700000000000001,6.96,CRISIL AAA,10000.0,,AAA,100.7001,TATA CAPITAL HOUSING FINANCE,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE674K07028,ADITYA BIRLA CAPITAL LTD**,10031.86,0.5599999999999999,7.39,CRISIL AAA,10000.0,,AAA,100.3186,ADITYA BIRLA CAPITAL LTD**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE020B08FZ9,REC LTD**,10014.21,0.5599999999999999,6.51,ICRA AAA,10000.0,,AAA,100.14209999999999,REC LTD**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE0KXY07059,VERTIS INFRASTRUCTURE TRUST**,10012.81,0.5599999999999999,7.08,CRISIL AAA,10000.0,,AAA,100.12809999999999,VERTIS INFRASTRUCTURE TRUST**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE206D08501,NUCLEAR POWER CORPORATION OF INDIA LTD.**,7694.88,0.43,6.57,ICRA AAA,7500.0,,AAA,76.9488,NUCLEAR POWER CORPORATION OF,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE556F08KQ2,SMALL INDUSTRIES DEVELOPMENT BANK OF INDIA**,7656.900000000001,0.43,6.59,CRISIL AAA,7500.0,,AAA,76.569,SIDBI,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE537P07828,INDIA INFRADEBT LTD**,7639.58,0.43,7.45,CRISIL AAA,7500.0,,AAA,76.3958,INDIA INFRADEBT LTD**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE040A08AB1,HDFC BANK LTD.**,6877.37,0.39,6.96,CRISIL AAA,650.0,,AAA,68.7737,HDFC BANK LTD.**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE774D07VE1,Mahindra & Mahindra Financial Services Ltd.**,6096.43,0.34,7.16,CRISIL AAA,6000.0,,AAA,60.9643,Mahindra & Mahindra Financial,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE861G08043,Food Corporation of India**,5840.63,0.33,6.92,CRISIL AAA(CE),550.0,,AAA,58.4063,Food Corporation of India**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE557F08GC8,National Housing Bank**,5111.66,0.29,6.82,CARE AAA,5000.0,,AAA,51.1166,National Housing Bank**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE020B08FL9,REC LTD**,5104.6900000000005,0.29,6.8,ICRA AAA,5000.0,,AAA,51.04690000000001,REC LTD**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE115A07QW5,LIC HOUSING FINANCE LTD.**,5100.57,0.29,6.82,CRISIL AAA,5000.0,,AAA,51.0057,LIC Housing Finance,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE127K08017,NOMURA FIXED INCOME SECURITIES PRIVATE LTD.**,5094.56,0.29,7.14,FITCH AAA,5000.0,,AAA,50.945600000000006,NOMURA FIXED INCOME SECURITIES,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE033L07ID4,TATA CAPITAL HOUSING FINANCE LTD.**,5088.29,0.29,6.82,CRISIL AAA,5000.0,,AAA,50.8829,TATA CAPITAL HOUSING FINANCE,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE033L07HU0,TATA CAPITAL HOUSING FINANCE LTD.**,5086.38,0.29,6.85,CRISIL AAA,500.0,,AAA,50.8638,TATA CAPITAL HOUSING FINANCE,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE020B08EW9,REC LTD**,5084.78,0.29,6.5,CRISIL AAA,5000.0,,AAA,50.8478,REC LTD**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE219X07454,INDIGRID INFRASTRUCTURE TRUST**,5077.53,0.29,7.0,CRISIL AAA,5000.0,,AAA,50.775299999999994,INDIGRID INFRASTRUCTURE TRUST**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE267A08046,Hindustan Zinc Ltd.**,5070.59,0.2799999999999999,7.12,CRISIL AAA,5000000.0,,AAA,50.7059,Hindustan Zinc Ltd.**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE267A08038,Hindustan Zinc Ltd. ( ) **,5046.75,0.2799999999999999,7.08,CRISIL AAA,5000.0,,AAA,50.4675,Hindustan Zinc Ltd. (,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE219X07520,INDIGRID INFRASTRUCTURE TRUST**,5014.32,0.2799999999999999,7.19,CRISIL AAA,5000.0,,AAA,50.1432,INDIGRID INFRASTRUCTURE TRUST**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE020B08FU0,REC LTD,5011.89,0.2799999999999999,6.8,ICRA AAA,5000.0,,AAA,50.118900000000004,REC LTD,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE020B08DA7,REC LTD**,5002.87,0.2799999999999999,6.9,CRISIL AAA,500.0,,AAA,50.0287,REC LTD**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE213W07327,SMFG INDIA HOME FINANCE COMPANY LTD**,4995.08,0.2799999999999999,7.29,CARE AAA,5000.0,,AAA,49.9508,SMFG INDIA HOME FINANCE,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE219X07306,INDIGRID INFRASTRUCTURE TRUST**,4496.33,0.25,6.97,CRISIL AAA,450.0,,AAA,44.9633,INDIGRID INFRASTRUCTURE TRUST**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE556F08KS8,SMALL INDUSTRIES DEVELOPMENT BANK OF INDIA,4073.67,0.2299999999999999,6.75,CRISIL AAA,4000.0,,AAA,40.7367,SIDBI,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE115A07MC6,LIC HOUSING FINANCE LTD.**,4049.9,0.2299999999999999,6.81,CRISIL AAA,400.0,,AAA,40.499,LIC Housing Finance,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE941D07166,Sikka Ports & Terminals Ltd. ( Mukesh Ambani Group ) **,3045.84,0.17,6.59,CRISIL AAA,300.0,,AAA,30.4584,Sikka Ports & Terminals,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE020B08EH0,REC LTD**,2567.6,0.1399999999999999,6.61,CRISIL AAA,2500.0,,AAA,25.676,REC LTD**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE377Y07433,BAJAJ HOUSING FINANCE LTD.**,2559.06,0.1399999999999999,6.97,CRISIL AAA,250.0,,AAA,25.5906,BAJAJ HOUSING FINANCE LTD.**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE756I07EZ8,HDB FINANCIAL SERVICES LTD.**,2553.28,0.1399999999999999,7.11,CRISIL AAA,2500.0,,AAA,25.5328,HDB FINANCIAL SERVICES LTD.**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE514E08GF5,Export-Import Bank of India,2541.66,0.1399999999999999,6.71,CRISIL AAA,2500.0,,AAA,25.4166,Export-Import Bank of India,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE557F08GA2,National Housing Bank**,2024.08,0.11,6.95,CRISIL AAA,2000.0,,AAA,20.2408,National Housing Bank**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE0J7Q07017,DME DEVELOPMENT LIMITED**,1071.89,0.06,9.09,CRISIL AAA,100.0,,AAA,10.718900000000001,DME DEVELOPMENT LIMITED**,Corporate Bond,>9%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE0J7Q07108,DME DEVELOPMENT LIMITED**,1063.74,0.06,9.06,CRISIL AAA,100.0,,AAA,10.6374,DME DEVELOPMENT LIMITED**,Corporate Bond,>9%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE0J7Q07082,DME DEVELOPMENT LIMITED**,1059.14,0.06,8.92,CRISIL AAA,100.0,,AAA,10.5914,DME DEVELOPMENT LIMITED**,Corporate Bond,8-9%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE0J7Q07090,DME DEVELOPMENT LIMITED**,1058.35,0.06,8.94,CRISIL AAA,100.0,,AAA,10.583499999999999,DME DEVELOPMENT LIMITED**,Corporate Bond,8-9%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE0J7Q07074,DME DEVELOPMENT LIMITED**,1057.2,0.06,8.81,CRISIL AAA,100.0,,AAA,10.572000000000001,DME DEVELOPMENT LIMITED**,Corporate Bond,8-9%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE0J7Q07066,DME DEVELOPMENT LIMITED**,1055.4,0.06,8.6,CRISIL AAA,100.0,,AAA,10.554,DME DEVELOPMENT LIMITED**,Corporate Bond,8-9%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE0J7Q07058,DME DEVELOPMENT LIMITED**,1053.9,0.06,8.41,CRISIL AAA,100.0,,AAA,10.539000000000001,DME DEVELOPMENT LIMITED**,Corporate Bond,8-9%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE0J7Q07025,DME DEVELOPMENT LIMITED**,1050.22,0.06,7.08,CRISIL AAA,100.0,,AAA,10.5022,DME DEVELOPMENT LIMITED**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE0J7Q07033,DME DEVELOPMENT LIMITED**,1050.17,0.06,7.77,CRISIL AAA,100.0,,AAA,10.501700000000001,DME DEVELOPMENT LIMITED**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE0J7Q07041,DME DEVELOPMENT LIMITED**,1050.09,0.06,8.18,CRISIL AAA,100.0,,AAA,10.5009,DME DEVELOPMENT LIMITED**,Corporate Bond,8-9%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE071G07728,ICICI HOME FINANCE COMPANY LIMITED**,1020.06,0.06,6.98,ICRA AAA,1000.0,,AAA,10.2006,ICICI HOME FINANCE COMPANY,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE306N07NI9,TATA CAPITAL LTD.**,1019.26,0.06,7.06,CRISIL AAA,100.0,,AAA,10.1926,TATA CAPITAL LTD.**,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE0CCU07074,MINDSPACE BUSINESS PARKS REIT**,1009.28,0.06,6.82,CRISIL AAA,1000.0,,AAA,10.0928,MINDSPACE BUSINESS PARKS REIT**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE041007183,EMBASSY OFFICE PARKS REIT**,752.04,0.04,6.96,CRISIL AAA,750.0,,AAA,7.5203999999999995,EMBASSY OFFICE PARKS REIT**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE16J715035,PTC INDIA UNIVERSAL TRUST AL1 (SERIES A3)  20/09/2030(INDIA UNIVERSAL TRUST AL1)**,19128.2,1.07,7.83,FITCH AAA(SO),200.0,,AAA,191.282,PTC INDIA UNIVERSAL TRUST,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE0YWN15017,PTC SANSAR TRUST (SERIES A1)  25/06/2030 ( MAT 31/08/2027)(SANSAR TRUST)**,15235.0,0.86,8.44,CRISIL AAA(SO),2500000000.0,,AAA,152.35,PTC SANSAR TRUST (SERIES,Corporate Bond,8-9%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE1CBK15037,PTC INDIA UNIVERSAL TRUST AL2 (SERIES A3) 21/11/2030(INDIA UNIVERSAL TRUST AL2)**,9243.44,0.52,7.83,FITCH AAA(SO),94.0,,AAA,92.43440000000001,PTC INDIA UNIVERSAL TRUST,Corporate Bond,7-8%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE0SAI15015,PTC SANSAR TRUST (SERIES A1)  20/01/2027 (MAT 20/11/2029)(SANSAR TRUST)**,3200.55,0.18,8.25,CRISIL AAA(SO),950000000.0,,AAA,32.005500000000005,PTC SANSAR TRUST (SERIES,Corporate Bond,8-9%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE17O215012,PTC SANSAR TRUST (AUGUST 24 V)  25/09/2029(SANSAR TRUST)**,2422.5,0.1399999999999999,8.48,CRISIL AAA(SO),300000000.0,,AAA,24.225,PTC SANSAR TRUST (AUGUST,Corporate Bond,8-9%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,IN0020230085,Central Government - 2033(^),154759.18,8.690000000000001,6.54,SOV,147935080.0,,SOVEREIGN,1547.5918,Government of India,Government Securities,6-7%,100,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,IN0020210137,Central Government - 2034(^),50102.5,2.81,6.34,SOV,49000000.0,,SOVEREIGN,501.025,Government of India,Government Securities,6-7%,100,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,IN0020240019,Central Government - 2034(^),46000.52,2.58,6.56,SOV,44135698.0,,SOVEREIGN,460.00519999999995,Government of India,Government Securities,6-7%,100,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,IN0020240118,Central Government - 2054(^),40299.84,2.26,7.15,SOV,40000000.0,,SOVEREIGN,402.99839999999995,Government of India,Government Securities,7-8%,100,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,IN0020180041,Central Government - 2031(^),14840.75,0.83,6.23,SOV,14500000.0,,SOVEREIGN,148.4075,Government of India,Government Securities,6-7%,100,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,IN2220220197,Maharashtra State Govt - 2031 - Maharashtra,9976.3,0.5599999999999999,6.72,SOV,9500000.0,,SOVEREIGN,99.76299999999999,Maharashtra State Govt -,Corporate Bond,6-7%,100,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,IN2220230196,Maharashtra State Govt - 2035 - Maharashtra,9360.41,0.53,7.0,SOV,8900000.0,,SOVEREIGN,93.6041,Maharashtra State Govt -,Corporate Bond,6-7%,100,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,IN0020250018,Central Government - 2065,8782.710000000001,0.49,7.21,SOV,9000000.0,,SOVEREIGN,87.82710000000002,Government of India,Government Securities,7-8%,100,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,IN0020230051,Central Government - 2053,3608.69,0.2,7.17,SOV,3500000.0,,SOVEREIGN,36.0869,Government of India,Government Securities,7-8%,100,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,IN0020200120,Central Government - 2033,1883.76,0.11,6.34,SOV,1812177.0,,SOVEREIGN,18.8376,Government of India,Government Securities,6-7%,100,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,IN3120160061,Tamil Nadu State Govt - 2026 - Tamil Nadu,305.42,0.02,5.82,SOV,299700.0,,SOVEREIGN,3.0542000000000002,Tamil Nadu State Govt,Corporate Bond,≤6%,100,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,IN000426C030,GS CG 12 Apr 2026 - (STRIPS),331.13,0.02,5.66,SOV,344100.0,,SOVEREIGN,3.3113,GS CG 12 Apr,Corporate Bond,≤6%,100,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INE040A16HB9,HDFC BANK LTD.**,2367.24,0.13,6.26,CARE A1+,2500.0,,A1+,23.672399999999996,HDFC BANK LTD.**,Corporate Bond,6-7%,95,,KOTAK
KOTAK Corporate Bond Fund,KOTAK,INF0RQ622028,SBI ALTERNATIVE INVESTMENT FUND,4729.78,0.27,,Alternative Investment Fund,41894.355,,A,47.297799999999995,SBI ALTERNATIVE INVESTMENT FUND,Corporate Bond,Unknown,70,,KOTAK
NIPPON Corporate Bond Fund,NIPPON,IN0020240076,7.02% Government of India,7796.27,7.69,6.3023,SOVEREIGN,7500000.0,,SOVEREIGN,77.9627,Government of India,Government Securities,6-7%,100,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,IN0020230135,7.32% Government of India,2107.5,2.08,6.2046,SOVEREIGN,2000000.0,,SOVEREIGN,21.075,Government of India,Government Securities,6-7%,100,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,IN0020220011,7.1% Government of India,1036.33,1.02,6.0802000000000005,SOVEREIGN,1000000.0,,SOVEREIGN,10.363299999999999,Government of India,Government Securities,6-7%,100,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,IN0020230036,7.17% Government of India,522.24,0.52,6.1592,SOVEREIGN,500000.0,,SOVEREIGN,5.2224,Government of India,Government Securities,6-7%,100,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,INE154Z07011,8.44% Renew Solar Energy (Jharkhand Five) Private Ltd**,4826.22,4.760000000000001,7.985,CARE AA,5000.0,,AA,48.2622,Renew Solar Energy,Corporate Bond,7-8%,85,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,INE432R07414,9.25% Truhome Finance Limited**,4091.18,4.04,8.235000000000001,CRISIL AA,4000.0,,AA,40.9118,Truhome Finance Limited**,Corporate Bond,8-9%,85,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,INE08BT07017,8.28% Mancherial Repallewada Road Private Limited**,4065.29,4.01,8.495,CARE AAA,4500.0,,AAA,40.6529,Mancherial Repallewada Road Private Limited**,Corporate Bond,8-9%,95,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,INE757O07049,11.75% Prestige Projects Private Limited**,4009.06,3.96,9.2051,ICRA A,4000.0,,A,40.0906,Prestige Projects Private Limited**,Corporate Bond,>9%,70,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,INE149K07013,11% Sandur Manganese And Iron Ores Ltd**,3900.61,3.85,11.2459,ICRA A+,4000.0,,A+,39.0061,Sandur Manganese And Iron Ores Ltd**,Corporate Bond,>9%,75,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,INE755L07015,10.81% Bamboo Hotel And Global Centre (Delhi) Private limited**,3832.06,3.78,10.5904,ICRA A+(CE),3800.0,,A+,38.3206,Bamboo Hotel And Global Centre,Corporate Bond,>9%,75,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,INE657H08035,9.75% Delhi International Airport Limited**,3598.73,3.55,8.94,ICRA AA,3500.0,,AA,35.9873,Delhi International Airport Limited**,Corporate Bond,8-9%,85,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,INE205A08020,9.5% Vedanta Limited**,3539.88,3.49,8.8605,ICRA AA,3500.0,,AA,35.3988,Vedanta Limited**,Corporate Bond,8-9%,85,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,INE0AY207061,9.9% Renserv Global Private Limited**,3506.63,3.46,9.7596,CARE A+(CE),3500.0,,A+,35.0663,Renserv Global Private Limited**,Corporate Bond,>9%,75,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,INE07UF07026,9.95% Hiranandani Financial Services Private Limited**,3499.09,3.45,10.3422,CARE A+,3500.0,,A+,34.9909,Hiranandani Financial Services Private Limited**,Corporate Bond,>9%,75,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,INE055A08060,8.55% Aditya Birla Real Estate Limited**,3071.81,3.03,7.835,CRISIL AA,3000.0,,AA,30.7181,Aditya Birla Real Estate Limited**,Corporate Bond,7-8%,85,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,INE020B08BS3,8.8% REC Limited**,2666.85,2.63,6.7287,CRISIL AAA,250.0,,AAA,26.668499999999998,REC Limited**,Corporate Bond,6-7%,95,,NIPPON
NIPPON Corporate Bond Fund,NIPPON,INE389Z07039,10.48% Profectus Capital Private Limited**,2646.96,2.6100000000000003,9.3366,CRISIL A-,2620.0,,A-,26.4696,Profectus Capital Private Limited**,Corporate Bond,>9%,65,,NIPPON
