Fund Name,AMC,ISIN,Instrument Name,Market Value (Lacs),% to NAV,Yield,Rating,Quantity,Maturity Date,Coupon,YTC
ICICI Corporate Bond Fund,ICICI,INE261F08EA6,NABARD **,27760.32,0.83844994743,6.6,CRISIL AAA,27500.0,,7.5,
ICICI Corporate Bond Fund,ICICI,INE556F08KU4,Small Industries Development Bank Of India. **,27020.41,0.81610231236,6.75,CRISIL AAA,26500.0,,7.51,
ICICI Corporate Bond Fund,ICICI,INE556F08KG3,Small Industries Development Bank Of India. **,25670.21,0.77532197846,6.37,CRISIL AAA,25500.0,,7.59,
ICICI Corporate Bond Fund,ICICI,INE915D08CX8,Citicorp Finance (India) Ltd. **,25506.27,0.77037046909,7.34,ICRA AAA,25500.0,,7.76,
ICICI Corporate Bond Fund,ICICI,INE041007183,EMBASSY OFFICE PARKS REIT **,25015.15,0.75553708323,7.11,CRISIL AAA,25000.0,,6.965000000000001,
ICICI Corporate Bond Fund,ICICI,INE134E08LP1,Power Finance Corporation Ltd. **,23130.3,0.6986086190299999,6.54,CRISIL AAA,2300.0,,7.13,
ICICI Corporate Bond Fund,ICICI,INE936D07182,Jamnagar Utilities & Power Pvt. Ltd. **,20510.26,0.61947507877,6.95,CRISIL AAA,20000.0,,7.9,
ICICI Corporate Bond Fund,ICICI,INE134E08NP7,Power Finance Corporation Ltd. **,20393.26,0.61594130669,6.71,CRISIL AAA,20000.0,,7.45,
ICICI Corporate Bond Fund,ICICI,INE115A07RB7,LIC Housing Finance Ltd. **,20328.86,0.61399622188,7.33,CRISIL AAA,20000.0,,7.58,
ICICI Corporate Bond Fund,ICICI,INE033L07IE2,Tata Capital Housing Finance Ltd. **,20312.94,0.61351538725,7.02,CRISIL AAA,20000.0,,8.1,
ICICI Corporate Bond Fund,ICICI,INE134E08LZ0,Power Finance Corporation Ltd. **,20117.62,0.6076161021,6.35,CRISIL AAA,2000.0,,7.58,
ICICI Corporate Bond Fund,ICICI,INE0NDH07050,Nexus Select Trust **,20115.8,0.60756113231,7.09,ICRA AAA,20000.0,,7.19,
ICICI Corporate Bond Fund,ICICI,INE033L07IN3,Tata Capital Housing Finance Ltd. **,20097.66,0.60701324662,7.06,CRISIL AAA,20000.0,,7.27,
ICICI Corporate Bond Fund,ICICI,INE507T07062,Summit Digitel Infrastructure Ltd **,19988.06,0.60370297807,6.83,CRISIL AAA,2000.0,,6.59,
ICICI Corporate Bond Fund,ICICI,INE115A07QV7,LIC Housing Finance Ltd. **,19880.27,0.60044737727,7.31,CRISIL AAA,19500.0,,7.61,
ICICI Corporate Bond Fund,ICICI,INE115A07MW4,LIC Housing Finance Ltd. **,19414.03,0.58636544654,6.97,CRISIL AAA,1900.0,,7.95,
ICICI Corporate Bond Fund,ICICI,INE556F08KT6,Small Industries Development Bank Of India. **,19321.75,0.58357829707,6.75,CRISIL AAA,19000.0,,7.44,
ICICI Corporate Bond Fund,ICICI,INE115A07QW5,LIC Housing Finance Ltd.,18818.96,0.56839244009,6.97,CRISIL AAA,18500.0,,7.74,
ICICI Corporate Bond Fund,ICICI,INE062A08256,State Bank of India ( Tier II Bond under Basel III ) **,18090.14,0.5463797583,6.31,CRISIL AAA,1815.0,,6.24,
ICICI Corporate Bond Fund,ICICI,INE941D07208,Sikka Ports & Terminals Ltd. **,18011.72,0.54401122491,6.58,CRISIL AAA,1800.0,,6.75,
ICICI Corporate Bond Fund,ICICI,INE153A08170,Mahanagar Telephone Nigam Ltd. **,17504.5,0.5286915678499999,7.95,FITCH AAA(CE),17500.0,,7.8,
ICICI Corporate Bond Fund,ICICI,INE915D08CY6,Citicorp Finance (India) Ltd. **,17005.44,0.51361836873,7.56,ICRA AAA,17000.0,,7.24,
ICICI Corporate Bond Fund,ICICI,INE020B08DT7,Rural Electrification Corporation Ltd. **,16432.42,0.4963113424099999,6.53,CRISIL AAA,1650.0,,6.23,
ICICI Corporate Bond Fund,ICICI,INE153A08089,Mahanagar Telephone Nigam Ltd. ** #,16171.23,0.48842257378,7.9,BWR AA+(CE),1667.0,,7.05,
ICICI Corporate Bond Fund,ICICI,INE556F08KH1,Small Industries Development Bank Of India. **,16142.83,0.48756480346,6.58,CRISIL AAA,16000.0,,7.43,
ICICI Corporate Bond Fund,ICICI,INE0J7Q07249,DME Development Ltd. **,15525.59,0.4689221925099999,7.27,CRISIL AAA,15000.0,,7.55,
ICICI Corporate Bond Fund,ICICI,INE016A08021,Dabur India Ltd. **,15165.17,0.4580363623,6.64,ICRA AAA,15000.0,,7.35,
ICICI Corporate Bond Fund,ICICI,INE020B08EL2,Rural Electrification Corporation Ltd. **,15113.3,0.45646972335,6.48,CRISIL AAA,15000.0,,7.44,
ICICI Corporate Bond Fund,ICICI,INE975F07ID8,Kotak Mahindra Investments Ltd. **,15100.79,0.4560918815599999,6.88,CRISIL AAA,15000.0,,8.1577,
ICICI Corporate Bond Fund,ICICI,INE020B08EF4,Rural Electrification Corporation Ltd. **,15100.41,0.45608040435,6.38,CRISIL AAA,15000.0,,7.6,
ICICI Corporate Bond Fund,ICICI,INE535H07CG2,SMFG India Credit Company Ltd. **,15044.33,0.45438661001,6.44,ICRA AAA,15000.0,,8.3,
ICICI Corporate Bond Fund,ICICI,INE556F08KP4,Small Industries Development Bank Of India.,13768.5,0.41585248661,6.64,CRISIL AAA,13500.0,,7.68,
ICICI Corporate Bond Fund,ICICI,INE115A07NP6,LIC Housing Finance Ltd. **,13677.24,0.41309614438,6.97,CRISIL AAA,1300.0,,8.75,
ICICI Corporate Bond Fund,ICICI,INE483Z08012,Kohima-Mariani Transmission Ltd. **,13533.55,0.40875624942,7.27,FITCH AAA,13700.0,,8.0,
ICICI Corporate Bond Fund,ICICI,INE115A07NU6,LIC Housing Finance Ltd. **,13176.91,0.3979845872299999,7.01,CRISIL AAA,1250.0,,8.8,
ICICI Corporate Bond Fund,ICICI,INE261F08EB4,NABARD **,12980.03,0.39203818512,6.61,CRISIL AAA,12850.0,,7.49,
ICICI Corporate Bond Fund,ICICI,INE261F08EO7,NABARD,12760.5,0.38540768097,6.74,CRISIL AAA,12500.0,,7.48,
ICICI Corporate Bond Fund,ICICI,INE134E08MT1,Power Finance Corporation Ltd. **,12643.91,0.38188629219,6.54,CRISIL AAA,12500.0,,7.640000000000001,
ICICI Corporate Bond Fund,ICICI,INE213W07319,SMFG India Home Finance Company Ltd **,12482.46,0.37700998874,7.45,CARE AAA,12500.0,,7.4,
ICICI Corporate Bond Fund,ICICI,INE062A08264,State Bank of India ( Tier II Bond under Basel III ),12431.04,0.37545694122,5.95,CRISIL AAA,1250.0,,5.83,
ICICI Corporate Bond Fund,ICICI,INE01XX07059,Pipeline Infrastructure Pvt Ltd. **,12214.66,0.36892157708,6.85,CRISIL AAA,12000.0,,7.96,
ICICI Corporate Bond Fund,ICICI,INE031A08871,Housing and Urban Development Corporation Ltd. **,12132.29,0.36643374113,6.29,ICRA AAA,12000.0,,7.68,
ICICI Corporate Bond Fund,ICICI,INE115A07PV9,LIC Housing Finance Ltd. **,11707.53,0.35360463831,6.89,CRISIL AAA,1150.0,,7.9,
ICICI Corporate Bond Fund,ICICI,INE556F08KM1,Small Industries Development Bank Of India. **,11207.9,0.33851422338,6.68,CRISIL AAA,11000.0,,7.79,
ICICI Corporate Bond Fund,ICICI,INE775A08089,Samvardhana Motherson International Ltd. **,11070.02,0.3343498089,6.74,FITCH AAA,11000.0,,8.15,
ICICI Corporate Bond Fund,ICICI,INE020B08ES7,Rural Electrification Corporation Ltd. **,10868.26,0.32825601526,6.48,ICRA AAA,10750.0,,7.8,
ICICI Corporate Bond Fund,ICICI,INE115A07QN4,LIC Housing Finance Ltd. **,10744.87,0.32452924486,7.31,CRISIL AAA,10500.0,,7.69,
ICICI Corporate Bond Fund,ICICI,INE040A08435,HDFC Bank Ltd.( Tier II Bond under Basel III ) **,10405.99,0.31429399115,7.11,CRISIL AAA,100.0,,7.84,
ICICI Corporate Bond Fund,ICICI,INE775A08097,Samvardhana Motherson International Ltd. **,10311.65,0.31144462313,6.98,CRISIL AAA,10000.0,,8.1,
ICICI Corporate Bond Fund,ICICI,INE556F08KL3,Small Industries Development Bank Of India.,10309.47,0.31137878019,6.76,CRISIL AAA,10000.0,,7.83,
ICICI Corporate Bond Fund,ICICI,INE115A07QX3,LIC Housing Finance Ltd. **,10219.41,0.30865868179,7.19,CRISIL AAA,10000.0,,7.65,
ICICI Corporate Bond Fund,ICICI,INE507T07112,Summit Digitel Infrastructure Private Ltd. **,10189.26,0.3077480559,6.89,CRISIL AAA,10000.0,,8.19,
ICICI Corporate Bond Fund,ICICI,INE261F08ED0,NABARD **,10163.26,0.30696277322,6.61,CRISIL AAA,10000.0,,7.83,
ICICI Corporate Bond Fund,ICICI,INE831R07425,Aditya Birla Housing Finance Ltd. **,10150.08,0.3065646953,7.17,ICRA AAA,10000.0,,8.2,
ICICI Corporate Bond Fund,ICICI,INE033L07IK9,Tata Capital Housing Finance Ltd. **,10140.87,0.30628652401,7.06,CRISIL AAA,10000.0,,7.712000000000001,
ICICI Corporate Bond Fund,ICICI,INE115A07KM9,LIC Housing Finance Ltd. **,10117.12,0.3055691984799999,6.77,CRISIL AAA,1000.0,,7.83,
ICICI Corporate Bond Fund,ICICI,INE134E08MC7,Power Finance Corporation Ltd.,10115.79,0.30552902825,6.58,CRISIL AAA,10000.0,,7.77,
ICICI Corporate Bond Fund,ICICI,INE556F08KF5,Small Industries Development Bank Of India. **,10052.0,0.30360236739,6.45,ICRA AAA,1000.0,,7.54,
ICICI Corporate Bond Fund,ICICI,INE071G07843,ICICI Home Finance Company Ltd. **,9994.42,0.30186326827,7.22,CRISIL AAA,10000.0,,7.19,
ICICI Corporate Bond Fund,ICICI,INE071G07777,ICICI Home Finance Company Ltd. **,9962.91,0.30091156606,7.84,ICRA AAA,10000.0,,7.48,
ICICI Corporate Bond Fund,ICICI,INE040A08914,HDFC Bank Ltd. **,9948.77,0.3004844931,7.14,CRISIL AAA,9500.0,,7.97,
ICICI Corporate Bond Fund,ICICI,INE020B08DF6,Rural Electrification Corporation Ltd. **,9470.85,0.2860497892099999,6.33,CRISIL AAA,950.0,,5.85,
ICICI Corporate Bond Fund,ICICI,INE020B08FA2,Rural Electrification Corporation Ltd. **,9156.81,0.2765647825,6.58,CRISIL AAA,9000.0,,7.59,
ICICI Corporate Bond Fund,ICICI,INE535H07CK4,SMFG India Credit Company Ltd **,8604.37,0.25987933763,7.05,ICRA AAA,8500.0,,8.28,
ICICI Corporate Bond Fund,ICICI,INE556F08KN9,Small Industries Development Bank Of India. **,8156.25,0.24634468852,6.64,CRISIL AAA,8000.0,,7.75,
ICICI Corporate Bond Fund,ICICI,INE040A08427,HDFC Bank Ltd.( Tier II Bond under Basel III ) **,8141.65,0.24590372209,7.07,CRISIL AAA,78.0,,7.86,
ICICI Corporate Bond Fund,ICICI,INE033L07HZ9,Tata Capital Housing Finance Ltd. **,8073.13,0.24383420018,6.8,CRISIL AAA,8000.0,,7.9613,
ICICI Corporate Bond Fund,ICICI,INE115A07QH6,LIC Housing Finance Ltd. **,7806.28,0.23577448154,7.31,CRISIL AAA,750.0,,8.025,
ICICI Corporate Bond Fund,ICICI,INE020B08EW9,Rural Electrification Corporation Ltd. **,7628.53,0.2304058662599999,6.55,CRISIL AAA,7500.0,,7.71,
ICICI Corporate Bond Fund,ICICI,INE115A07LO3,LIC Housing Finance Ltd. **,7628.19,0.23039559718,6.84,CRISIL AAA,750.0,,7.95,
ICICI Corporate Bond Fund,ICICI,INE062A08447,State Bank of India ( Tier II Bond under Basel III ) **,7613.2,0.22994285151,7.24,ICRA AAA,75.0,,7.42,
ICICI Corporate Bond Fund,ICICI,INE213W07293,SMFG India Home Finance Company Ltd. **,7594.34,0.2293732195299999,7.41,CARE AAA,7500.0,,8.07,
ICICI Corporate Bond Fund,ICICI,INE041007175,EMBASSY OFFICE PARKS REIT **,7536.83,0.22763623464,7.21,CRISIL AAA,7500.0,,7.22,
ICICI Corporate Bond Fund,ICICI,INE261F08EI9,NABARD **,7144.3,0.21578058031,6.66,ICRA AAA,7000.0,,7.7,
ICICI Corporate Bond Fund,ICICI,INE115A07PF2,LIC Housing Finance Ltd. **,6460.08,0.19511496036,6.7,CRISIL AAA,650.0,,6.01,
ICICI Corporate Bond Fund,ICICI,INE020B08FC8,Rural Electrification Corporation Ltd. **,6075.21,0.18349066239,6.5,ICRA AAA,6000.0,,7.7,
ICICI Corporate Bond Fund,ICICI,INE020B08DH2,Rural Electrification Corporation Ltd. **,5481.34,0.16555389976,6.33,CRISIL AAA,550.0,,5.81,
ICICI Corporate Bond Fund,ICICI,INE0J7Q07017,DME Development Ltd. **,5153.99,0.15566688873,9.08,CRISIL AAA,481.0,,8.46,
ICICI Corporate Bond Fund,ICICI,INE103D08054,Bharat Sanchar Nigam Ltd. **,5121.59,0.15468830569,7.26,CRISIL AAA(CE),5000.0,,7.51,
ICICI Corporate Bond Fund,ICICI,INE0J7Q07108,DME Development Ltd. **,5110.48,0.1543527483599999,9.05,CRISIL AAA,481.0,,8.46,
ICICI Corporate Bond Fund,ICICI,INE020B08AH8,Rural Electrification Corporation Ltd. **,5107.13,0.1542515677,6.55,CRISIL AAA,500.0,,7.95,
ICICI Corporate Bond Fund,ICICI,INE020B08EK4,Rural Electrification Corporation Ltd.,5101.5,0.1540815238,6.69,CRISIL AAA,5000.0,,7.46,
ICICI Corporate Bond Fund,ICICI,INE0J7Q07074,DME Development Ltd. **,5097.67,0.15396584562,8.78,CRISIL AAA,481.0,,8.46,
ICICI Corporate Bond Fund,ICICI,INE0J7Q07090,DME Development Ltd. **,5085.82,0.15360793793,8.94,CRISIL AAA,481.0,,8.46,
ICICI Corporate Bond Fund,ICICI,INE0J7Q07082,DME Development Ltd. **,5085.09,0.15358588961,8.93,CRISIL AAA,481.0,,8.46,
ICICI Corporate Bond Fund,ICICI,INE0J7Q07066,DME Development Ltd. **,5082.14,0.15349679023,8.61,CRISIL AAA,481.0,,8.46,
ICICI Corporate Bond Fund,ICICI,INE0J7Q07058,DME Development Ltd. **,5065.48,0.15299360525,8.44,CRISIL AAA,481.0,,8.46,
ICICI Corporate Bond Fund,ICICI,INE020B08FH7,Rural Electrification Corporation Ltd. **,5062.13,0.15289242459,6.51,CRISIL AAA,5000.0,,7.55,
ICICI Corporate Bond Fund,ICICI,INE0J7Q07033,DME Development Ltd. **,5052.54,0.15260277609,7.81,CRISIL AAA,481.0,,8.46,
ICICI Corporate Bond Fund,ICICI,INE020B08EI8,Rural Electrification Corporation Ltd. **,5050.29,0.1525348189399999,6.5,CRISIL AAA,5000.0,,7.51,
ICICI Corporate Bond Fund,ICICI,INE0J7Q07025,DME Development Ltd. **,5049.49,0.15251065639,7.2,CRISIL AAA,481.0,,8.46,
ICICI Corporate Bond Fund,ICICI,INE134E08ML8,Power Finance Corporation Ltd. **,5049.29,0.15250461576,6.54,CRISIL AAA,5000.0,,7.55,
ICICI Corporate Bond Fund,ICICI,INE0J7Q07041,DME Development Ltd. **,5047.05,0.15243696063,8.21,CRISIL AAA,481.0,,8.46,
ICICI Corporate Bond Fund,ICICI,INE031A08855,Housing and Urban Development Corporation Ltd. **,5036.82,0.1521279821,6.12,ICRA AAA,500.0,,7.54,
ICICI Corporate Bond Fund,ICICI,INE041007167,EMBASSY OFFICE PARKS REIT **,5022.44,0.1516936603699999,7.21,CRISIL AAA,5000.0,,7.21,
ICICI Corporate Bond Fund,ICICI,INE556F08KE8,Small Industries Development Bank Of India. **,5017.22,0.15153599977,6.45,ICRA AAA,500.0,,7.47,
ICICI Corporate Bond Fund,ICICI,INE667F07JA5,Sundaram Home Finance Ltd. **,5013.34,0.15141881143,7.1,ICRA AAA,5000.0,,7.27,
ICICI Corporate Bond Fund,ICICI,INE020B08FZ9,Rural Electrification Corporation Ltd.,5001.38,0.1510575814,6.58,ICRA AAA,5000.0,,6.6,
ICICI Corporate Bond Fund,ICICI,INE01XX07042,Pipeline Infrastructure Pvt Ltd. **,4626.49,0.13973471117,6.88,CRISIL AAA,4500.0,,7.96,
ICICI Corporate Bond Fund,ICICI,INE134E08II2,Power Finance Corporation Ltd. **,4550.24,0.13743171868,6.54,CRISIL AAA,450.0,,7.63,
ICICI Corporate Bond Fund,ICICI,INE020B08FF1,Rural Electrification Corporation Ltd.,4075.5,0.12309306091,6.58,ICRA AAA,4000.0,,7.56,
ICICI Corporate Bond Fund,ICICI,INE941D07158,Sikka Ports & Terminals Ltd. **,3554.67,0.1073623385599999,6.64,CRISIL AAA,350.0,,7.95,
ICICI Corporate Bond Fund,ICICI,INE756I07EM6,HDB Financial Services Ltd. **,3511.61,0.10606178963,6.74,CRISIL AAA,350.0,,7.96,
ICICI Corporate Bond Fund,ICICI,INE041007142,EMBASSY OFFICE PARKS REIT **,3063.8,0.0925365035,7.11,CRISIL AAA,3000.0,,7.96,
ICICI Corporate Bond Fund,ICICI,INE134E08LX5,Power Finance Corporation Ltd. **,3062.18,0.09248757435,6.66,CRISIL AAA,300.0,,7.59,
ICICI Corporate Bond Fund,ICICI,INE357L07481,Nomura Capital (India) Pvt. Ltd. **,3057.11,0.09233444422,8.02,FITCH AAA,3000.0,,8.85,
ICICI Corporate Bond Fund,ICICI,INE041007084,EMBASSY OFFICE PARKS REIT **,3006.62,0.09080948565,6.94,CRISIL AAA,300.0,,7.05,
ICICI Corporate Bond Fund,ICICI,INE115A07PN6,LIC Housing Finance Ltd. **,2634.25,0.07956272744,6.82,CRISIL AAA,265.0,,6.4,
ICICI Corporate Bond Fund,ICICI,INE040A08807,HDFC Bank Ltd. **,2619.94,0.0791305199299999,7.11,CRISIL AAA,250.0,,8.0,
ICICI Corporate Bond Fund,ICICI,INE127K08017,Nomura Fixed Income Securities Pvt. Ltd. **,2546.4,0.07690937806,7.21,FITCH AAA,2500.0,,8.25,
ICICI Corporate Bond Fund,ICICI,INE115A07JT6,LIC Housing Finance Ltd. **,2540.15,0.07672060819,6.76,CRISIL AAA,250.0,,8.48,
ICICI Corporate Bond Fund,ICICI,INE040A08484,HDFC Bank Ltd. **,2530.29,0.07642280483,6.74,CRISIL AAA,25.0,,7.9,
ICICI Corporate Bond Fund,ICICI,INE115A07MC6,LIC Housing Finance Ltd. **,2529.4,0.076395924,6.89,CRISIL AAA,250.0,,7.56,
ICICI Corporate Bond Fund,ICICI,INE134E08IE1,Power Finance Corporation Ltd. **,2528.42,0.0763663248799999,6.51,CRISIL AAA,250.0,,8.03,
ICICI Corporate Bond Fund,ICICI,INE261F08DO9,NABARD,2511.15,0.07584471596,6.41,CRISIL AAA,250.0,,7.4,
ICICI Corporate Bond Fund,ICICI,INE115A07QD5,LIC Housing Finance Ltd. **,2510.48,0.07582447983,6.48,CRISIL AAA,250.0,,7.82,
ICICI Corporate Bond Fund,ICICI,INE296A07SF4,Bajaj Finance Ltd. **,2509.22,0.07578642382,6.59,CRISIL AAA,250.0,,7.9,
ICICI Corporate Bond Fund,ICICI,INE916DA7RU6,Kotak Mahindra Prime Ltd. **,2501.41,0.07555053698,6.34,CRISIL AAA,250.0,,7.8376,
ICICI Corporate Bond Fund,ICICI,INE282H07018,Jio Credit Ltd **,2500.44,0.0755212399,7.19,CRISIL AAA,2500.0,,7.19,
ICICI Corporate Bond Fund,ICICI,INE936D07174,Jamnagar Utilities & Power Pvt. Ltd. **,2493.17,0.07530166278,6.6,CRISIL AAA,250.0,,6.4,
ICICI Corporate Bond Fund,ICICI,INE115A07PI6,LIC Housing Finance Ltd. **,2482.85,0.07498996596,6.77,CRISIL AAA,250.0,,6.17,
ICICI Corporate Bond Fund,ICICI,INE756I07DX5,HDB Financial Services Ltd. **,2481.23,0.07494103681,7.0,CRISIL AAA,250.0,,6.35,
ICICI Corporate Bond Fund,ICICI,INE115A07RC5,LIC Housing Finance Ltd. **,2047.57,0.06184312568,7.01,CRISIL AAA,2000.0,,7.66,
ICICI Corporate Bond Fund,ICICI,INE134E08JC3,Power Finance Corporation Ltd. **,2030.25,0.0613200066,6.58,CRISIL AAA,200.0,,7.44,
ICICI Corporate Bond Fund,ICICI,INE115A07IF7,LIC Housing Finance Ltd. **,2008.94,0.0606763768299999,6.43,CRISIL AAA,200.0,,8.25,
ICICI Corporate Bond Fund,ICICI,INE020B08AC9,Rural Electrification Corporation Ltd. **,1915.99,0.05786899123,6.51,CRISIL AAA,189.0,,7.54,
ICICI Corporate Bond Fund,ICICI,INE556F08KQ2,Small Industries Development Bank Of India. **,1531.39,0.04625284812,6.64,CRISIL AAA,1500.0,,7.68,
ICICI Corporate Bond Fund,ICICI,INE556F08KK5,Small Industries Development Bank Of India. **,1528.43,0.04616344671,6.64,CRISIL AAA,1500.0,,7.79,
ICICI Corporate Bond Fund,ICICI,INE115A07HT0,LIC Housing Finance Ltd. **,1502.42,0.04537786199,6.19,CRISIL AAA,150.0,,8.58,
ICICI Corporate Bond Fund,ICICI,INE018A08BE9,Larsen & Toubro Ltd. **,1028.44,0.0310621586399999,6.58,CRISIL AAA,1000.0,,7.725,
ICICI Corporate Bond Fund,ICICI,INE047A08208,Grasim Industries Ltd. **,1023.65,0.0309174854099999,6.52,CRISIL AAA,100.0,,7.63,
ICICI Corporate Bond Fund,ICICI,INE071G07728,ICICI Home Finance Company Ltd. **,1017.68,0.03073717242,7.11,ICRA AAA,1000.0,,7.95,
ICICI Corporate Bond Fund,ICICI,INE040A08823,HDFC Bank Ltd. **,1015.6,0.03067434981,6.91,CRISIL AAA,100.0,,7.77,
ICICI Corporate Bond Fund,ICICI,INE134E08IX1,Power Finance Corporation Ltd. **,643.1,0.0194236651799999,6.55,CRISIL AAA,63.0,,7.75,
ICICI Corporate Bond Fund,ICICI,INE053F08338,Indian Railway Finance Corporation Ltd. **,609.14,0.01839796518,6.49,CRISIL AAA,600.0,,7.68,
ICICI Corporate Bond Fund,ICICI,INE115A07QR5,LIC Housing Finance Ltd. **,511.86,0.0154597998099999,7.31,CRISIL AAA,500.0,,7.68,
ICICI Corporate Bond Fund,ICICI,INE514E08FG5,Export-Import Bank Of India **,202.54,0.00611735211,6.43,CRISIL AAA,20.0,,7.62,
ICICI Corporate Bond Fund,ICICI,INE261F08DH3,NABARD **,79.88,,6.94,CRISIL AAA,8.0,,6.79,
ICICI Corporate Bond Fund,ICICI,INE094A08150,Hindustan Petroleum Corporation Ltd. **,51.41,,6.53,CRISIL AAA,50.0,,7.74,
ICICI Corporate Bond Fund,ICICI,INE16J715035,India Universal Trust AL1 **,51491.98,1.55522155091,7.96,FITCH AAA(SO),535.0,,,
ICICI Corporate Bond Fund,ICICI,INE16J715019,India Universal Trust AL1 **,27946.16,0.84406290644,7.35,FITCH AAA(SO),499.0,,,
ICICI Corporate Bond Fund,ICICI,INE16J715027,India Universal Trust AL1 **,23110.9,0.69802267733,7.64,FITCH AAA(SO),256.0,,,
ICICI Corporate Bond Fund,ICICI,INE692A16IC3,Union Bank Of India **,19490.98,0.58868958125,6.11,ICRA A1+,4000.0,,,
ICICI Corporate Bond Fund,ICICI,INE238AD6AX9,Axis Bank Ltd.,19452.06,0.5875140734800001,6.12,CRISIL A1+,4000.0,,,
ICICI Corporate Bond Fund,ICICI,INE562A16OS2,Indian Bank **,18981.98,0.57331616253,6.34,CRISIL A1+,4000.0,,,
ICICI Corporate Bond Fund,ICICI,INE514E16CL5,Export-Import Bank Of India **,18925.62,0.57161391129,6.26,CRISIL A1+,4000.0,,,
ICICI Corporate Bond Fund,ICICI,INE160A16QL5,Punjab National Bank **,14600.96,0.4409954259999999,6.12,CRISIL A1+,3000.0,,,
ICICI Corporate Bond Fund,ICICI,INE476A16B64,Canara Bank **,9577.37,0.28926703197,6.2,CRISIL A1+,2000.0,,,
ICICI Corporate Bond Fund,ICICI,INE040A16GA3,HDFC Bank Ltd.,7291.92,0.22023917378,6.13,CRISIL A1+,1500.0,,,
ICICI Corporate Bond Fund,ICICI,INE238AD6918,Axis Bank Ltd. **,4944.77,0.14934777936,5.82,CRISIL A1+,1000.0,,,
ICICI Corporate Bond Fund,ICICI,INE476A16ZP7,Canara Bank **,4872.16,0.14715472645,6.1,CRISIL A1+,1000.0,,,
ICICI Corporate Bond Fund,ICICI,INE692A16ID1,Union Bank Of India **,4871.95,0.14714838378,6.11,ICRA A1+,1000.0,,,
ICICI Corporate Bond Fund,ICICI,INE476A16ZQ5,Canara Bank **,4866.62,0.14698740083,6.1,CRISIL A1+,1000.0,,,
ICICI Corporate Bond Fund,ICICI,INE476A16ZT9,Canara Bank,4861.87,0.1468439357299999,6.1,CRISIL A1+,1000.0,,,
ICICI Corporate Bond Fund,ICICI,INE562A16OA0,Indian Bank **,4821.81,0.14563399633,6.19,CRISIL A1+,1000.0,,,
ICICI Corporate Bond Fund,ICICI,INE238AD6AM2,Axis Bank Ltd. **,4820.63,0.14559835657,6.23,CRISIL A1+,1000.0,,,
ICICI Corporate Bond Fund,ICICI,INE028A16GQ4,Bank Of Baroda **,2471.29,0.0746408172,5.81,FITCH A1+,500.0,,,
ICICI Corporate Bond Fund,ICICI,INE028A16HY6,Bank Of Baroda,2433.2,0.07349037806,6.11,FITCH A1+,500.0,,,
ICICI Corporate Bond Fund,ICICI,INE476A16ZU7,Canara Bank **,2430.54,0.0734100376,6.1,CRISIL A1+,500.0,,,
ICICI Corporate Bond Fund,ICICI,INF0RQ622028,Corporate Debt Market Development Fund (Class A2),8085.84,0.2442180826,,Financial Services,71915.917,,,
KOTAK Corporate Bond Fund,KOTAK,INE261F08EK5,NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT,62053.96,3.4800000000000004,6.66,CRISIL AAA,61000.0,,,
KOTAK Corporate Bond Fund,KOTAK,INE296A07SV1,BAJAJ FINANCE LTD.**,44540.04,2.5,7.42,CRISIL AAA,43500.0,,,
KOTAK Corporate Bond Fund,KOTAK,INE556F08KW0,SMALL INDUSTRIES DEVELOPMENT BANK OF INDIA**,35711.24,2.01,6.75,CRISIL AAA,35000.0,,,
KOTAK Corporate Bond Fund,KOTAK,INE134E08ND3,Power Finance Corporation Ltd.**,35637.56,2.0,6.9,CRISIL AAA,35000.0,,,
KOTAK Corporate Bond Fund,KOTAK,INE134E08NL6,Power Finance Corporation Ltd.**,33067.090000000004,1.86,6.68,CRISIL AAA,32500.0,,,
KOTAK Corporate Bond Fund,KOTAK,INE936D07174,JAMNAGAR UTILITIES & POWER PRIVATE LIMITED ( Mukesh Ambani Group ) **,31939.07,1.79,6.55,CRISIL AAA,3200.0,,,
KOTAK Corporate Bond Fund,KOTAK,INE261F08EO7,NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT**,31667.24,1.78,6.7,CRISIL AAA,31000.0,,,
KOTAK Corporate Bond Fund,KOTAK,INE115A07QK0,LIC HOUSING FINANCE LTD.**,31182.13,1.7500000000000002,7.28,CRISIL AAA,3050.0,,,
KOTAK Corporate Bond Fund,KOTAK,INE774D07VF8,Mahindra & Mahindra Financial Services Ltd.**,30878.04,1.73,7.27,CRISIL AAA,30000.0,,,
KOTAK Corporate Bond Fund,KOTAK,INE557F08GE4,National Housing Bank**,29942.46,1.6800000000000002,6.83,CARE AAA,30000.0,,,
KOTAK Corporate Bond Fund,KOTAK,INE018A08BF6,Larsen and Toubro Ltd.**,28422.87,1.6,6.65,CRISIL AAA,2700.0,,,
KOTAK Corporate Bond Fund,KOTAK,INE261F08EF5,NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT,28293.31,1.59,6.57,ICRA AAA,27800.0,,,
KOTAK Corporate Bond Fund,KOTAK,INE134E08MX3,Power Finance Corporation Ltd.**,27206.12,1.53,6.75,CRISIL AAA,26500.0,,,
